time,setpoint,measured,err,sum_err,der,output,l_speed,r_speed
0.032,100,86.0354,13.9646,0.446867,436.393,2.09469,1.04531,5.23469
0.064,100,88.729,11.271,0.80754,-84.1738,1.69065,1.44935,4.83065
0.096,100,87.6556,12.3444,1.20256,33.5433,1.85166,1.28834,4.99166
0.128,100,83.4542,16.5458,1.73203,131.292,2.48186,0.658137,5.62186
0.16,100,85.6505,14.3495,2.19121,-68.6343,2.15242,0.987582,5.29242
0.192,100,82.38,17.62,2.75505,102.205,2.643,0.496996,5.783
0.224,100,78.7037,21.2963,3.43653,114.882,3.19444,-0.0544379,6.28
0.256,100,74.3346,25.6654,4.25782,136.537,3.84981,-0.709814,6.28
0.288,100,80.5177,19.4823,4.88125,-193.224,2.92234,0.217662,6.06234
0.32,100,81.8532,18.1468,5.46195,-41.7341,2.72201,0.417986,5.86201
0.352,100,81.8232,18.1768,6.04361,0.93804,2.72652,0.413483,5.86652
0.384,100,80.447,19.553,6.6693,43.0071,2.93295,0.207049,6.07295
0.416,100,82.1315,17.8685,7.24109,-52.6421,2.68027,0.459731,5.82027
0.448,100,81.1497,18.8503,7.84431,30.6836,2.82755,0.31245,5.96755
0.48,100,77.0012,22.9988,8.58027,129.639,3.44982,-0.309817,6.28
0.512,100,74.1607,25.8393,9.40713,88.7675,3.8759,-0.735901,6.28
0.544,100,80.9053,19.0947,10,-210.769,2.86421,0.27579,6.00421
0.576,100,80.3254,19.6746,10,18.1201,2.95119,0.188814,6.09119
0.608,100,76.6219,23.3781,10,115.735,3.50672,-0.366715,6.28
0.64,100,79.607,20.393,10,-93.2847,3.05895,0.0810514,6.19895
0.672,100,76.4616,23.5384,10,98.2927,3.53075,-0.390753,6.28
0.704,100,78.85,21.15,10,-74.6366,3.1725,-0.0324978,6.28
0.736,100,80.1373,19.8627,10,-40.2291,2.9794,0.160602,6.1194
0.768,100,77.345,22.655,10,87.2613,3.39825,-0.258252,6.28
0.8,100,80.7023,19.2977,10,-104.916,2.89465,0.245345,6.03465
0.832,100,81.9296,18.0704,10,-38.352,2.71057,0.429435,5.85057
0.864,100,81.4396,18.5604,10,15.3101,2.78405,0.355946,5.92405
0.896,100,82.0961,17.9039,10,-20.5136,2.68559,0.454412,5.82559
0.928,100,85.6896,14.3104,10,-112.297,2.14656,0.993438,5.28656
0.96,100,87.5988,12.4012,10,-59.6631,1.86018,1.27982,5.00018
0.992,100,82.2285,17.7715,10,167.823,2.66573,0.474271,5.80573
1.024,100,80.7256,19.2744,10,46.9656,2.89116,0.248837,6.03116
1.056,100,87.7155,12.2845,10,-218.436,1.84267,1.29733,4.98267
1.088,100,83.7607,16.2393,10,123.588,2.43589,0.704106,5.57589
1.12,100,88.8871,11.1129,10,-160.2,1.66693,1.47307,4.80693
1.152,100,87.3997,12.6003,10,46.4828,1.89005,1.24995,5.03005
1.184,100,91.9313,8.06866,10,-141.615,1.2103,1.9297,4.3503
1.216,100,94.5156,5.48438,10,-80.7589,0.822657,2.31734,3.96266
1.248,100,99.2966,0.703419,10,-149.405,0.105513,3.03449,3.24551
1.28,100,102.548,-2.54801,9.91846,-101.607,-0.382202,3.5222,2.7578
1.312,100,108.662,-8.66239,9.64127,-191.074,-1.29936,4.43936,1.84064
1.344,100,112.183,-12.183,9.25141,-110.02,-1.82745,4.96745,1.31255
1.376,100,118.926,-18.9263,8.64577,-210.727,-2.83894,5.97894,0.301056
1.408,100,135.888,-35.8878,7.49736,-530.048,-5.38317,6.28,-2.24317
1.44,100,140.595,-40.5953,6.19831,-147.11,-6.0893,6.28,-2.9493
1.472,100,154.613,-54.6127,4.4507,-438.041,-8.1919,6.28,-5.0519
1.504,100,154.04,-54.0401,2.72142,17.891,-8.10602,6.28,-4.96602
1.536,100,150.877,-50.8767,1.09336,98.8573,-7.63151,6.28,-4.49151
1.568,100,148.993,-48.9933,-0.47442,58.858,-7.34899,6.28,-4.20899
1.6,100,137.31,-37.3101,-1.66835,365.097,-5.59652,6.28,-2.45652
1.632,100,143.006,-43.0059,-3.04453,-177.992,-6.45088,6.28,-3.31088
1.664,100,142.214,-42.2135,-4.39537,24.7613,-6.33203,6.28,-3.19203
1.696,100,143.025,-43.0247,-5.77216,-25.3479,-6.4537,6.28,-3.3137
1.728,100,136.249,-36.249,-6.93212,211.74,-5.43735,6.28,-2.29735
1.76,100,134.868,-34.8675,-8.04788,43.1708,-5.23013,6.28,-2.09013
1.792,100,137.371,-37.3707,-9.24375,-78.2256,-5.60561,6.28,-2.46561
1.824,100,131.83,-31.8302,-10,173.141,-4.77453,6.28,-1.63453
1.856,100,129.635,-29.635,-10,68.6022,-4.44524,6.28,-1.30524
1.888,100,135.832,-35.8316,-10,-193.646,-5.37474,6.28,-2.23474
1.92,100,125.599,-25.5988,-10,319.777,-3.83981,6.28,-0.699813
1.952,100,127.61,-27.6103,-10,-62.8592,-4.14154,6.28,-1.00154
1.984,100,133.557,-33.5565,-10,-185.82,-5.03348,6.28,-1.89348
2.016,100,121.705,-21.7053,-10,370.35,-3.2558,6.28,-0.115797
2.048,100,122.098,-22.0977,-10,-12.2608,-3.31465,6.28,-0.174649
2.08,100,127.429,-27.4288,-10,-166.597,-4.11431,6.28,-0.974314
2.112,100,128.022,-28.0221,-10,-18.5414,-4.20331,6.28,-1.06331
2.144,100,119.836,-19.8362,-10,255.81,-2.97542,6.11542,0.164576
2.176,100,119.536,-19.5356,-10,9.39375,-2.93033,6.07033,0.209666
2.208,100,122.449,-22.4495,-10,-91.0605,-3.36742,6.28,-0.227425
2.24,100,117.001,-17.0014,-10,170.253,-2.55021,5.69021,0.58979
2.272,100,121.72,-21.7201,-10,-147.46,-3.25802,6.28,-0.118019
2.304,100,111.547,-11.5475,-10,317.896,-1.73212,4.87212,1.40788
2.336,100,106.184,-6.18353,-10,167.623,-0.92753,4.06753,2.21247
2.368,100,108.393,-8.39298,-10,-69.0453,-1.25895,4.39895,1.88105
2.4,100,109.353,-9.35301,-10,-30.0008,-1.40295,4.54295,1.73705
2.432,100,102.753,-2.75306,-10,206.248,-0.412959,3.55296,2.72704
2.464,100,101.728,-1.7277,-10,32.0425,-0.259155,3.39916,2.88084
2.496,100,97.527,2.47298,-9.92086,131.271,0.370947,2.76905,3.51095
2.528,100,99.9819,0.0180852,-9.92029,-76.7154,0.00271279,3.13729,3.14271
2.56,100,98.1807,1.81928,-9.86207,56.2873,0.272892,2.86711,3.41289
2.592,100,94.6502,5.34985,-9.69087,110.33,0.802477,2.33752,3.94248
2.624,100,96.1202,3.87983,-9.56672,-45.9381,0.581974,2.55803,3.72197
2.656,100,98.7537,1.24628,-9.52684,-82.2983,0.186942,2.95306,3.32694
2.688,100,97.1205,2.87953,-9.43469,51.0389,0.431929,2.70807,3.57193
2.72,100,95.2821,4.71786,-9.28372,57.4478,0.707679,2.43232,3.84768
2.752,100,96.5289,3.47113,-9.17265,-38.9603,0.520669,2.61933,3.66067
2.784,100,95.6343,4.36568,-9.03294,27.9548,0.654852,2.48515,3.79485
2.816,100,96.0169,3.98311,-8.90548,-11.9553,0.597466,2.54253,3.73747
2.848,100,93.3017,6.69833,-8.69114,84.8507,1.00475,2.13525,4.14475
2.88,100,94.165,5.83502,-8.50442,-26.9786,0.875252,2.26475,4.01525
2.912,100,91.7779,8.22213,-8.24131,74.5974,1.23332,1.90668,4.37332
2.944,100,94.0109,5.98911,-8.04966,-69.7818,0.898367,2.24163,4.03837
2.976,100,95.3215,4.67854,-7.89994,-40.9554,0.701781,2.43822,3.84178
3.008,100,96.0952,3.90482,-7.77499,-24.1789,0.585722,2.55428,3.72572
3.04,100,96.4092,3.59079,-7.66009,-9.81326,0.538619,2.60138,3.67862
3.072,100,101.817,-1.81662,-7.71822,-168.982,-0.272493,3.41249,2.86751
3.104,100,107.477,-7.47668,-7.95747,-176.877,-1.1215,4.2615,2.0185
3.136,100,95.2856,4.7144,-7.80661,380.971,0.70716,2.43284,3.84716
3.168,100,101.354,-1.3537,-7.84993,-189.628,-0.203056,3.34306,2.93694
3.2,100,102.716,-2.71572,-7.93683,-42.5631,-0.407358,3.54736,2.73264
3.232,100,98.3269,1.67313,-7.88329,137.152,0.25097,2.88903,3.39097
3.264,100,99.0364,0.963635,-7.85246,-22.1718,0.144545,2.99545,3.28455
3.296,100,102.952,-2.95241,-7.94693,-122.376,-0.442862,3.58286,2.69714
3.328,100,98.0072,1.99277,-7.88316,154.537,0.298915,2.84108,3.43892
3.36,100,98.4339,1.56614,-7.83305,-13.3322,0.234921,2.90508,3.37492
3.392,100,97.8778,2.12223,-7.76514,17.378,0.318335,2.82167,3.45833
3.424,100,100.24,-0.239542,-7.7728,-73.8055,-0.0359314,3.17593,3.10407
3.456,100,101.736,-1.73617,-7.82836,-46.7695,-0.260425,3.40043,2.87957
3.488,100,101.089,-1.08866,-7.8632,20.2347,-0.163299,3.3033,2.9767
3.52,100,99.5124,0.487578,-7.84759,49.2573,0.0731367,3.06686,3.21314
3.552,100,100.438,-0.437551,-7.86159,-28.9103,-0.0656326,3.20563,3.07437
3.584,100,99.418,0.581994,-7.84297,31.8608,0.0872991,3.0527,3.2273
3.616,100,101.572,-1.57159,-7.89326,-67.2995,-0.235738,3.37574,2.90426
3.648,100,102.187,-2.18731,-7.96326,-19.2414,-0.328097,3.4681,2.8119
3.68,100,101.078,-1.07845,-7.99777,34.6519,-0.161768,3.30177,2.97823
3.712,100,102.025,-2.02511,-8.06257,-29.5831,-0.303767,3.44377,2.83623
3.744,100,98.7351,1.26493,-8.02209,102.814,0.189739,2.95026,3.32974
3.776,100,99.6027,0.397307,-8.00938,-27.1131,0.0595961,3.0804,3.1996
3.808,100,101.679,-1.67884,-8.0631,-64.8797,-0.251826,3.39183,2.88817
3.84,100,102.557,-2.55715,-8.14493,-27.4471,-0.383573,3.52357,2.75643
3.872,100,98.7486,1.25135,-8.10489,119.016,0.187703,2.9523,3.3277
3.904,100,101.308,-1.30826,-8.14675,-79.9878,-0.196239,3.33624,2.94376
3.936,100,98.8891,1.11087,-8.1112,75.5979,0.166631,2.97337,3.30663
3.968,100,99.9328,0.0671793,-8.10905,-32.6154,0.0100769,3.12992,3.15008
4,100,105.256,-5.2564,-8.27726,-166.362,-0.78846,3.92846,2.35154
4.032,100,92.6648,7.33518,-8.04253,393.487,1.10028,2.03972,4.24028
4.064,100,102.037,-2.03706,-8.10772,-292.882,-0.305558,3.44556,2.83444
4.096,100,100.324,-0.32429,-8.1181,53.5239,-0.0486435,3.18864,3.09136
4.128,100,98.0347,1.96533,-8.05521,71.5506,0.294799,2.8452,3.4348
4.16,100,99.1329,0.867077,-8.02746,-34.3203,0.130062,3.00994,3.27006
4.192,100,103.671,-3.67085,-8.14493,-141.81,-0.550627,3.69063,2.58937
4.224,100,104.274,-4.2744,-8.28171,-18.8609,-0.64116,3.78116,2.49884
4.256,100,99.4082,0.591829,-8.26277,152.07,0.0887744,3.05123,3.22877
4.288,100,93.0528,6.94723,-8.04046,198.606,1.04208,2.09792,4.18208
4.32,100,95.7091,4.29095,-7.90315,-83.0086,0.643642,2.49636,3.78364
4.352,100,98.3006,1.69937,-7.84877,-80.987,0.254905,2.8851,3.3949
4.384,100,106.508,-6.50777,-8.05702,-256.473,-0.976166,4.11617,2.16383
4.416,100,97.597,2.40297,-7.98012,278.461,0.360446,2.77955,3.50045
4.448,100,103.794,-3.79399,-8.10153,-193.655,-0.569099,3.7091,2.5709
4.48,100,99.8593,0.140748,-8.09702,122.961,0.0211123,3.11889,3.16111
4.512,100,102.613,-2.61286,-8.18064,-86.0502,-0.391928,3.53193,2.74807
4.544,100,99.843,0.156971,-8.17561,86.5571,0.0235456,3.11645,3.16355
4.576,100,97.2214,2.77856,-8.0867,81.9246,0.416784,2.72322,3.55678
4.608,100,102.135,-2.13479,-8.15501,-153.542,-0.320218,3.46022,2.81978
4.64,100,101.211,-1.21112,-8.19377,28.8644,-0.181669,3.32167,2.95833
4.672,100,100.817,-0.817168,-8.21992,12.3111,-0.122575,3.26258,3.01742
4.704,100,104.613,-4.61307,-8.36754,-118.622,-0.69196,3.83196,2.44804
4.736,100,100.915,-0.914868,-8.39681,115.569,-0.13723,3.27723,3.00277
4.768,100,95.7772,4.22284,-8.26168,160.553,0.633426,2.50657,3.77343
4.8,100,95.093,4.90699,-8.10466,21.3797,0.736049,2.40395,3.87605
4.832,100,97.5934,2.40658,-8.02765,-78.1378,0.360987,2.77901,3.50099
4.864,100,99.3173,0.68268,-8.0058,-53.872,0.102402,3.0376,3.2424
4.896,100,103.111,-3.11133,-8.10536,-118.563,-0.4667,3.6067,2.6733
4.928,100,99.2406,0.759372,-8.08106,120.959,0.113906,3.02609,3.25391
4.96,100,101.919,-1.9192,-8.14248,-83.7055,-0.287881,3.42788,2.85212
4.992,100,96.8854,3.11464,-8.04281,157.308,0.467197,2.6728,3.6072
5.024,100,102.161,-2.16125,-8.11197,-164.872,-0.324187,3.46419,2.81581
5.056,100,101.252,-1.25239,-8.15204,28.4016,-0.187859,3.32786,2.95214
5.088,100,99.0047,0.995337,-8.12019,70.2416,0.149301,2.9907,3.2893
5.12,100,97.2845,2.71549,-8.0333,53.7547,0.407323,2.73268,3.54732
5.152,100,100.587,-0.586942,-8.05208,-103.201,-0.0880413,3.22804,3.05196
5.184,100,102.545,-2.54474,-8.13351,-61.1811,-0.38171,3.52171,2.75829
5.216,100,101.404,-1.40375,-8.17843,35.6557,-0.210563,3.35056,2.92944
5.248,100,101.855,-1.85547,-8.23781,-14.1162,-0.278321,3.41832,2.86168
5.28,100,99.5198,0.480211,-8.22244,72.9901,0.0720317,3.06797,3.21203
5.312,100,99.5592,0.440752,-8.20834,-1.2331,0.0661128,3.07389,3.20611
5.344,100,100.185,-0.185299,-8.21427,-19.5641,-0.0277949,3.16779,3.11221
5.376,100,98.0919,1.90806,-8.15321,65.4173,0.286208,2.85379,3.42621
5.408,100,97.9443,2.05571,-8.08743,4.61431,0.308357,2.83164,3.44836
5.44,100,101.831,-1.8306,-8.146,-121.447,-0.27459,3.41459,2.86541
5.472,100,101.777,-1.77672,-8.20286,1.68385,-0.266507,3.40651,2.87349
5.504,100,98.5297,1.47031,-8.15581,101.47,0.220546,2.91945,3.36055
5.536,100,95.4024,4.59763,-8.00869,97.7288,0.689645,2.45036,3.82964
5.568,100,102.266,-2.26606,-8.0812,-214.49,-0.339909,3.47991,2.80009
5.6,100,99.6894,0.310573,-8.07126,80.5198,0.046586,3.09341,3.18659
5.632,100,101.395,-1.39546,-8.11592,-53.3136,-0.209319,3.34932,2.93068
5.664,100,102.185,-2.18451,-8.18582,-24.6577,-0.327676,3.46768,2.81232
5.696,100,98.1764,1.82356,-8.12747,125.252,0.273534,2.86647,3.41353
5.728,100,100.41,-0.410446,-8.1406,-69.8126,-0.0615669,3.20157,3.07843
5.76,100,99.8815,0.118468,-8.13681,16.5286,0.0177702,3.12223,3.15777
5.792,100,97.4531,2.54687,-8.05531,75.8874,0.38203,2.75797,3.52203
5.824,100,100.835,-0.835053,-8.08203,-105.685,-0.125258,3.26526,3.01474
5.856,100,98.9562,1.04383,-8.04863,58.7149,0.156574,2.98343,3.29657
5.888,100,103.219,-3.21924,-8.15164,-133.221,-0.482886,3.62289,2.65711
5.92,100,101.124,-1.12448,-8.18763,65.4614,-0.168672,3.30867,2.97133
5.952,100,103.071,-3.07148,-8.28592,-60.8438,-0.460722,3.60072,2.67928
5.984,100,99.304,0.696029,-8.26364,117.735,0.104404,3.0356,3.2444
6.016,100,98.5069,1.49307,-8.21586,24.9076,0.223961,2.91604,3.36396
6.048,100,102.222,-2.22183,-8.28696,-116.091,-0.333275,3.47327,2.80673
6.08,100,97.6689,2.3311,-8.21237,142.279,0.349665,2.79033,3.48967
6.112,100,95.1808,4.8192,-8.05815,77.753,0.72288,2.41712,3.86288
6.144,100,97.129,2.871,-7.96628,-60.8811,0.43065,2.70935,3.57065
6.176,100,98.4864,1.51364,-7.91784,-42.4175,0.227046,2.91295,3.36705
6.208,100,103.506,-3.50644,-8.03005,-156.877,-0.525966,3.66597,2.61403
6.24,100,100.247,-0.247144,-8.03796,101.853,-0.0370716,3.17707,3.10293
6.272,100,101.49,-1.49,-8.08564,-38.8393,-0.2235,3.3635,2.9165
6.304,100,104.038,-4.03783,-8.21485,-79.6197,-0.605675,3.74567,2.53433
6.336,100,96.7255,3.27446,-8.11007,228.509,0.491169,2.64883,3.63117
6.368,100,102.767,-2.76664,-8.1986,-188.784,-0.414996,3.555,2.725
6.4,100,96.2939,3.70611,-8.08,202.274,0.555917,2.58408,3.69592
6.432,100,99.018,0.981969,-8.04858,-85.1295,0.147295,2.9927,3.2873
6.464,100,102.003,-2.00259,-8.11266,-93.2673,-0.300388,3.44039,2.83961
6.496,100,102.323,-2.32267,-8.18699,-10.0026,-0.3484,3.4884,2.7916
6.528,100,103.331,-3.3311,-8.29358,-31.5133,-0.499664,3.63966,2.64034
6.56,100,95.9658,4.03424,-8.16449,230.167,0.605136,2.53486,3.74514
6.592,100,101.872,-1.87156,-8.22438,-184.556,-0.280734,3.42073,2.85927
6.624,100,99.2602,0.739757,-8.20071,81.6036,0.110964,3.02904,3.25096
6.656,100,98.4678,1.53216,-8.15168,24.7627,0.229825,2.91018,3.36982
6.688,100,98.7995,1.20051,-8.11326,-10.3641,0.180077,2.95992,3.32008
6.72,100,102.788,-2.78834,-8.20249,-124.652,-0.418251,3.55825,2.72175
6.752,100,99.9835,0.0165427,-8.20196,87.6527,0.00248141,3.13752,3.14248
6.784,100,101.845,-1.84471,-8.26099,-58.1641,-0.276706,3.41671,2.86329
6.816,100,102.594,-2.59445,-8.34401,-23.4293,-0.389167,3.52917,2.75083
6.848,100,98.9674,1.03259,-8.31097,113.345,0.154888,2.98511,3.29489
6.88,100,98.4967,1.50334,-8.26286,14.711,0.225501,2.9145,3.3655
6.912,100,99.3353,0.664718,-8.24159,-26.2069,0.0997077,3.04029,3.23971
6.944,100,94.7316,5.26845,-8.073,143.867,0.790267,2.34973,3.93027
6.976,100,99.9519,0.0481156,-8.07146,-163.135,0.00721734,3.13278,3.14722
7.008,100,101.935,-1.9347,-8.13337,-61.9631,-0.290205,3.43021,2.84979
7.04,100,96.0614,3.9386,-8.00734,183.541,0.59079,2.54921,3.73079
7.072,100,104.565,-4.56522,-8.15342,-265.744,-0.684783,3.82478,2.45522
7.104,100,100.056,-0.0564403,-8.15523,140.899,-0.00846604,3.14847,3.13153
7.136,100,102.533,-2.5328,-8.23628,-77.3862,-0.37992,3.51992,2.76008
7.168,100,101.123,-1.12316,-8.27222,44.0512,-0.168474,3.30847,2.97153
7.2,100,98.3898,1.61025,-8.22069,85.419,0.241537,2.89846,3.38154
7.232,100,101.834,-1.83419,-8.27939,-107.639,-0.275129,3.41513,2.86487
7.264,100,98.7755,1.22451,-8.2402,95.5847,0.183677,2.95632,3.32368
7.296,100,100.313,-0.312626,-8.25021,-48.0357,-0.0468939,3.18689,3.09311
7.328,100,99.3457,0.654331,-8.22927,30.2174,0.0981497,3.04185,3.23815
7.36,100,99.2801,0.719888,-8.20623,2.04866,0.107983,3.03202,3.24798
7.392,100,100.563,-0.563048,-8.22425,-40.0918,-0.0844573,3.22446,3.05554
7.424,100,97.3495,2.65045,-8.13943,100.422,0.397568,2.74243,3.53757
7.456,100,99.5547,0.445264,-8.12518,-68.9121,0.0667896,3.07321,3.20679
7.488,100,97.4775,2.52255,-8.04446,64.9151,0.378382,2.76162,3.51838
7.52,100,100.931,-0.930676,-8.07425,-107.913,-0.139601,3.2796,3.0004
7.552,100,102.465,-2.46533,-8.15314,-47.9579,-0.369799,3.5098,2.7702
7.584,100,99.4912,0.508762,-8.13686,92.9403,0.0763143,3.06369,3.21631
7.616,100,99.7588,0.241234,-8.12914,-8.36026,0.036185,3.10381,3.17619
7.648,100,101.352,-1.35179,-8.17239,-49.782,-0.202769,3.34277,2.93723
7.68,100,96.0829,3.91707,-8.04705,164.652,0.58756,2.55244,3.72756
7.712,100,98.84,1.15998,-8.00993,-86.1589,0.173998,2.966,3.314
7.744,100,98.8503,1.14972,-7.97314,-0.320857,0.172457,2.96754,3.31246
7.776,100,102.389,-2.38931,-8.04959,-110.595,-0.358397,3.4984,2.7816
7.808,100,102.784,-2.78422,-8.13869,-12.3408,-0.417633,3.55763,2.72237
7.84,100,96.385,3.61502,-8.02301,199.976,0.542253,2.59775,3.68225
7.872,100,100.904,-0.903677,-8.05193,-141.209,-0.135552,3.27555,3.00445
7.904,100,105.821,-5.82121,-8.23821,-153.673,-0.873182,4.01318,2.26682
7.936,100,101.08,-1.08014,-8.27277,148.158,-0.162022,3.30202,2.97798
7.968,100,98.0352,1.96479,-8.2099,95.1543,0.294719,2.84528,3.43472
8,100,97.5429,2.4571,-8.13127,15.3845,0.368565,2.77144,3.50856
8.032,100,101.54,-1.53955,-8.18053,-124.895,-0.230932,3.37093,2.90907
8.064,100,101.98,-1.98012,-8.2439,-13.7679,-0.297018,3.43702,2.84298
8.096,100,97.1174,2.88261,-8.15166,151.96,0.432391,2.70761,3.57239
8.128,100,97.0951,2.90488,-8.0587,0.696058,0.435732,2.70427,3.57573
8.16,100,102.329,-2.32898,-8.13323,-163.558,-0.349347,3.48935,2.79065
8.192,100,105.464,-5.46401,-8.30807,-97.9695,-0.819601,3.9596,2.3204
8.224,100,97.9366,2.06342,-8.24205,235.232,0.309513,2.83049,3.44951
8.256,100,96.9341,3.06591,-8.14394,31.3279,0.459887,2.68011,3.59989
8.288,100,100.355,-0.355395,-8.15531,-106.916,-0.0533092,3.19331,3.08669
8.32,100,98.1187,1.88131,-8.09511,69.8971,0.282197,2.8578,3.4222
8.352,100,99.6851,0.314874,-8.08503,-48.9512,0.0472312,3.09277,3.18723
8.384,100,99.1331,0.866889,-8.05729,17.2505,0.130033,3.00997,3.27003
8.416,100,101.48,-1.47981,-8.10464,-73.3342,-0.221971,3.36197,2.91803
8.448,100,102.925,-2.92537,-8.19826,-45.1738,-0.438805,3.57881,2.70119
8.48,100,100.03,-0.0300637,-8.19922,90.4783,-0.00450955,3.14451,3.13549
8.512,100,99.3247,0.675259,-8.17761,22.0413,0.101289,3.03871,3.24129
8.544,100,99.1938,0.806163,-8.15181,4.09076,0.120924,3.01908,3.26092
8.576,100,102.693,-2.69325,-8.238,-109.357,-0.403988,3.54399,2.73601
8.608,100,99.6894,0.310609,-8.22806,93.8707,0.0465913,3.09341,3.18659
8.64,100,96.4521,3.54788,-8.11452,101.165,0.532182,2.60782,3.67218
8.672,100,101.692,-1.6916,-8.16866,-163.734,-0.25374,3.39374,2.88626
8.704,100,100.635,-0.635441,-8.18899,33.0049,-0.0953162,3.23532,3.04468
8.736,100,98.4803,1.51972,-8.14036,67.3487,0.227958,2.91204,3.36796
8.768,100,99.5762,0.423771,-8.1268,-34.2483,0.0635656,3.07643,3.20357
8.8,100,99.4816,0.518426,-8.11021,2.95798,0.0777639,3.06224,3.21776
8.832,100,94.8101,5.18985,-7.94413,145.982,0.778478,2.36152,3.91848
8.864,100,105.658,-5.65848,-8.1252,-339.01,-0.848772,3.98877,2.29123
8.896,100,100.978,-0.977783,-8.15649,146.272,-0.146667,3.28667,2.99333
8.928,100,97.6225,2.37753,-8.08041,104.853,0.356629,2.78337,3.49663
8.96,100,99.7006,0.299394,-8.07083,-64.9417,0.0449091,3.09509,3.18491
8.992,100,103.058,-3.05806,-8.16869,-104.921,-0.45871,3.59871,2.68129
9.024,100,102.83,-2.83012,-8.25925,7.12322,-0.424518,3.56452,2.71548
9.056,100,99.1574,0.842634,-8.23229,114.774,0.126395,3.0136,3.2664
9.088,100,98.4535,1.54651,-8.1828,21.996,0.231976,2.90802,3.37198
9.12,100,96.4562,3.54377,-8.0694,62.4144,0.531565,2.60844,3.67156
9.152,100,100.578,-0.577893,-8.08789,-128.802,-0.0866839,3.22668,3.05332
9.184,100,98.5981,1.40188,-8.04303,61.8679,0.210282,2.92972,3.35028
9.216,100,102.418,-2.41822,-8.12042,-119.378,-0.362733,3.50273,2.77727
9.248,100,96.8344,3.16561,-8.01912,174.495,0.474842,2.66516,3.61484
9.28,100,104.331,-4.33094,-8.15771,-234.267,-0.649641,3.78964,2.49036
9.312,100,100.252,-0.252497,-8.16579,127.451,-0.0378746,3.17787,3.10213
9.344,100,95.8203,4.17972,-8.03204,138.507,0.626959,2.51304,3.76696
9.376,100,102.051,-2.05072,-8.09766,-194.701,-0.307607,3.44761,2.83239
9.408,100,106.84,-6.84023,-8.31655,-149.672,-1.02603,4.16603,2.11397
9.44,100,95.2012,4.79878,-8.16299,363.719,0.719817,2.42018,3.85982
9.472,100,97.8188,2.18117,-8.09319,-81.8002,0.327176,2.81282,3.46718
9.504,100,102.389,-2.389,-8.16964,-142.818,-0.35835,3.49835,2.78165
9.536,100,98.783,1.21696,-8.13069,112.686,0.182545,2.95746,3.32254
9.568,100,100.2,-0.19985,-8.13709,-44.2754,-0.0299775,3.16998,3.11002
9.6,100,101.296,-1.29644,-8.17857,-34.2683,-0.194465,3.33447,2.94553
9.632,100,101.692,-1.69189,-8.23271,-12.358,-0.253784,3.39378,2.88622
9.664,100,97.3745,2.62548,-8.1487,134.918,0.393822,2.74618,3.53382
9.696,100,104.714,-4.71447,-8.29956,-229.374,-0.707171,3.84717,2.43283
9.728,100,98.1228,1.87718,-8.23949,205.989,0.281577,2.85842,3.42158
9.76,100,98.3956,1.60441,-8.18815,-8.52404,0.240662,2.89934,3.38066
9.792,100,99.1282,0.871819,-8.16025,-22.8935,0.130773,3.00923,3.27077
9.824,100,101.2,-1.19976,-8.19865,-64.7369,-0.179964,3.31996,2.96004
9.856,100,98.6828,1.3172,-8.1565,78.655,0.19758,2.94242,3.33758
9.888,100,102.822,-2.82188,-8.2468,-129.346,-0.423282,3.56328,2.71672
9.92,100,96.1999,3.80006,-8.12519,206.936,0.570009,2.56999,3.71001
9.952,100,101.124,-1.12415,-8.16117,-153.882,-0.168623,3.30862,2.97138
9.984,100,96.2558,3.74416,-8.04135,152.135,0.561623,2.57838,3.70162
10.016,100,102.018,-2.01788,-8.10593,-180.064,-0.302682,3.44268,2.83732
10.048,100,99.3717,0.628295,-8.08582,82.6929,0.0942442,3.04576,3.23424
10.08,100,99.4914,0.508584,-8.06955,-3.74097,0.0762876,3.06371,3.21629
10.112,100,99.4959,0.504057,-8.05342,-0.141461,0.0756085,3.06439,3.21561
10.144,100,101.067,-1.0668,-8.08755,-49.0893,-0.16002,3.30002,2.97998
10.176,100,99.1155,0.884468,-8.05925,60.9771,0.13267,3.00733,3.27267
10.208,100,93.7322,6.26777,-7.85868,168.228,0.940165,2.19983,4.08017
10.24,100,101.871,-1.87126,-7.91856,-254.345,-0.280689,3.42069,2.85931
10.272,100,102.315,-2.31503,-7.99264,-13.8679,-0.347255,3.48726,2.79274
10.304,100,101.532,-1.5323,-8.04168,24.4604,-0.229845,3.36985,2.91015
10.336,100,102.964,-2.96379,-8.13652,-44.7338,-0.444568,3.58457,2.69543
10.368,100,102.274,-2.27425,-8.20929,21.5479,-0.341138,3.48114,2.79886
10.4,100,98.7551,1.24491,-8.16946,109.974,0.186736,2.95326,3.32674
10.432,100,99.6318,0.368199,-8.15767,-27.3972,0.0552298,3.08477,3.19523
10.464,100,100.668,-0.66779,-8.17904,-32.3747,-0.100169,3.24017,3.03983
